"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality","fname_code"
"147",763,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"148",764,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"149",765,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"150",1024,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"151",1025,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"152",1026,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"153",1027,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"154",1028,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1869,NA,NA,NA,NA,NA,NA,"",NA
"155",1029,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"156",1030,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"157",1031,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"158",1032,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1869,NA,NA,NA,NA,NA,NA,"",NA
"159",1033,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1869,NA,NA,NA,NA,NA,NA,"",NA
"160",1034,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"161",1035,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"162",1036,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"163",1037,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"164",1038,669,"Count Carton de Wiart Henri Victor Marie Ghislain",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"165",1169,780,"Arthur Henderson",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"English",NA
"166",1170,780,"Arthur Henderson",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"English",NA
"167",1171,780,"Arthur Henderson",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"English",NA
"168",1233,819,"Helena Lucy Maria Swanwick",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"169",1234,819,"Helena Lucy Maria Swanwick",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"170",1297,862,"Anna Bugge Wicksell",1,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"171",1298,862,"Anna Bugge Wicksell",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"172",1299,862,"Anna Bugge Wicksell",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"173",1300,862,"Anna Bugge Wicksell",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"174",1301,862,"Anna Bugge Wicksell",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"175",1302,862,"Anna Bugge Wicksell",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"176",1303,862,"Anna Bugge Wicksell",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"177",1304,862,"Anna Bugge Wicksell",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"178",1469,992,"Carlo Schanzer",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"179",1470,992,"Carlo Schanzer",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"180",1471,992,"Carlo Schanzer",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"181",1477,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"182",1478,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"183",1479,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"184",1480,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"185",1481,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"186",1482,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"187",1483,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"188",1484,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"189",1485,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"190",1486,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"191",1487,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"192",1488,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"193",1489,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"194",1490,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"195",1491,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"196",1492,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"197",1493,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"198",1494,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"199",1495,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"200",1496,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"201",1497,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"202",1588,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"203",1589,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"204",1590,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"205",1591,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"206",1592,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"207",1593,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"208",1594,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"209",1595,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"210",1596,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"211",1597,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"212",1598,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"213",1599,1069,"Prof. Vespasien Pella",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1897,NA,NA,NA,NA,NA,NA,"Romanian",NA
"214",1671,1114,"Sir Willoughby Hyett Dickinson of Painswick",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1859,NA,NA,NA,NA,NA,NA,"",NA
"215",1729,1169,"Dr. V. Yovanovitch",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"216",1730,1169,"Dr. V. Yovanovitch",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"217",1731,1169,"Dr. V. Yovanovitch",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"218",1736,1170,"Count Johann Heinrich von Bernstorff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"219",1737,1170,"Count Johann Heinrich von Bernstorff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"220",1738,1170,"Count Johann Heinrich von Bernstorff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"221",1739,1170,"Count Johann Heinrich von Bernstorff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"222",1740,1170,"Count Johann Heinrich von Bernstorff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"223",1741,1170,"Count Johann Heinrich von Bernstorff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1862,NA,NA,NA,NA,NA,NA,"",NA
"224",1853,1267,"Shigeru Yoshida",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1878,NA,NA,NA,NA,NA,NA,"",NA
