"","name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"2318","Georges Etter",9,0,9,1,25,"male","swiss"
"2319","Jean d'Eudeville",4,0,4,17,31,"male","french"
"2320","William Lewis Bailley",3,0,3,194,29,"male","british"
"2321"," Albert Dan Meurig Evans",3.66666666666667,2.08166599946613,3,181,29,"male","english"
"2322","Albert Eveque",9,0,9,58,29,"male","swiss"
"2323","Lina Mathilde Jeanneret",8,0,8,12,27,"female","swiss"
"2324","Paul Maurice Excoffier",6.5,0.707106781186548,6.5,1,18,"male","french"
"2325","Violette Jeannin",9,0,9,4,27,"female","swiss"
"2326","Suzanne Ulmann",7,0,7,12,18,"female","swiss"
"2327","William Oscar Excoffier",6.85714285714286,0.363136519601281,7,148,21,"male","swiss"
"2328","René Ulrich",7.33333333333333,1.52752523165195,7,253,18,"male","swiss"
"2329","Elisa Jebsen",6,0,6,184,40,"female","norwegian"
"2330","Frances Olive Underhill",0,0,0,4,37,"female","british"
"2331","Yvonne Excoffier",6.5,0.707106781186548,6.5,3,22,"female","french"
"2332","David Unwin",2,0,2,3,NA,"male","english"
"2333","Marguerite Marie Amélie Eynard, née Léra",4,0,4,65,41,"female","french,swiss"
"2334","Harald Urban",9,0,9,57,32,"male","czech"
"2335","Katy Michell",6,0,6,15,29,"female","french"
"2336","L.  Graham-Seatoun",6,0,6,1,NA,"female","french"
"2337","Hermann Otto Stegmann",6,0,6,227,18,"male","swiss"
"2338","Andé Stehle",7,0,7,21,22,"male","swiss"
"2339","Auguste Steiner",6,0,6,25,45,"male","swiss"
"2340","Elisabeth Steiner",9,0,9,20,28,"female","swiss"
"2341","Nelly Steiner",7,0,7,1,18,"female","swiss"
"2342","Léon Louis Eugène  Sterroz",6,0,6,3,30,"male","swiss"
"2343","Philip Pembroke Stevens",6,0,6,1,23,"male","irish"
"2344","Ralph Humphreys  Stimson",6,0,6,5,26,"male","us-american"
"2345","Léon Eugène Robert",6,0,6,1,49,"male","french"
"2346","Suzanne Jeanne Stoll née Godard",6,0,6,218,24,"female","swiss"
"2347","René-Louis Stoller",7,0,7,1,19,"male","swiss"
"2348","Gisela von Stoltzenberg",4,0,4,126,34,"female","german"
"2349","Jeanne Stordiau née Voegeli",6,0,6,197,28,"female","unknown"
"2350","René  Stordiau",8,0,8,57,30,"male","unknown"
"2351","Emile Louis Paul Stucky",8,0,8,18,29,"male","swiss"
"2352","George Stuyck",3,0,3,36,29,"male","english"
"2353","Renée Suardi",9,0,9,147,27,"female","swiss"
"2354","Gaston Sunier",8,0,8,62,44,"male","swiss"
"2355","Charles Alfred Suter",7,0,7,239,27,"male","swiss"
"2356","Léone Descombes",8,0,8,42,22,"female","french"
"2357","Loetitia Denoel",6,0,6,1,NA,"female","french"
"2358","Louis Emile Clement",6,0,6,24,44,"male","french"
"2359","Olive Lilla Swinn",8,0,8,1,34,"female","english"
"2360","Mary Eleonor Nina Symes",6,0,6,4,20,"female","english"
"2361","Farell George Hardy Symons",6,0,6,64,24,"male","english"
"2362","Winifred Syner",6,0,6,24,30,"female","english"
"2363","Louis Marie Jean Raguin",6,0,6,1,33,"male","french"
"2364","Christopher Tadevossian",7,0,7,1,20,"male","us-american"
"2365","Ferdianand Turin",7,0,7,107,59,"male","french"
"2366","Louise Notarianni",6,0,6,1,32,"female","french"
"2367","Louise Simons",6,0,6,1,51,"female","french"
"2368","Louise Walters née Roux-Bourgeois",6,0,6,24,21,"female","french"
"2369","Lucie Bosseux",3,0,3,2,NA,"female","french"
"2370","Lucie Constance Fanny Rousseau",6,0,6,1,22,"female","french"
"2371","Alice Tallichet",5.5,4.94974746830583,5.5,289,32,"female","swiss"
"2372","Henri  Tanner",7,0,7,1,37,"male","swiss"
"2373","Antoine Tardivat",7,0,7,2,31,"male","french"
"2374","Charles Camp Tarelli",3,0,3,1,65,"male","english"
"2375","Adèle Taschini",9,0,9,49,40,"female","italian"
"2376","Dorothea Irene Taylor",4,1.73205080756888,3,217,34,"female","english"
"2377","Gerald Francis  Francis",6,0,6,1,NA,"male","english"
"2378","Hilda Taylor",8,0,8,12,21,"female","english"
"2379","Lucien Jean Raphy",8,0,8,145,30,"male","french"
"2380","José Mary Taylor",8,0,8,4,22,"female","english"
"2381","Lucien Wolff",3,0,3,73,42,"male","french"
"2382","Pieter Paul Teding von Berkhout",6.5,0.707106781186548,6.5,29,26,"male","dutch"
"2383","Marguerite Teilhac",3.5,0.707106781186548,3.5,87,22,"female","french"
"2384","Percy David Tempest",6,0,6,5,45,"male","english"
"2385","William Arnold Henry Terisse",7,0,7,44,40,"male","swiss"
"2386","Lucienne Heslot",6,0,6,1,17,"female","french"
"2387","G. Terry-Bovon",9,0,9,4,37,"female","swiss"
"2388","Lucienne Valentine Désirée Lienard",6,0,6,12,22,"female","french"
"2389","Helena Maria Tetrode",6,0,6,8,31,"female","dutch"
"2390","Otto Thalmann",9,0,9,70,NA,"male","unknown"
"2391","Eric René Thevenaz",7,0,7,34,21,"male","swiss"
"2392","Paul Emile Thiebaud",7,0,7,1,21,"male","swiss"
"2393","Marguerite Louise Jacquier",6,0,6,1,41,"female","french"
"2394","Madeleine  Pesch",8,0,8,1,16,"female","french"
"2395","Georges  Thomas",6.25,0.5,6,24,38,"male","swiss"
"2396","Henriette Jauny",6,0,6,142,22,"female","french"
"2397","Madeleine Bailie",8,0,8,1,28,"female","french"
"2398","Madeleine Bassard",6,0,6,NA,NA,"female","french"
"2399","Madeleine Henriette Gaspard",5,0,5,38,32,"female","french"
"2400","Jeanne Thomen",9,0,9,1,NA,"female","unknown"
"2401","Edouard Thommen",3,0,3,1,39,"male","swiss"
"2402","Janet Peace Thompson",4,0,4,9,25,"female","english"
"2403","Elsa Thomson",6.16666666666667,0.408248290463863,6,72,21,"female","swiss"
"2404","Madeleine Labarre",6,0,6,12,NA,"female","french"
"2405","Maurice Ch. A.  Thudichum",3,0,3,4,29,"male","swiss"
"2406","Arthur Tibbitts",6,0,6,3,NA,"male","english"
"2407","Jan Tingbergen",2,0,2,23,33,"male","dutch"
"2408","Madeleine Rougagnou-Peccoud",6,0,6,1,31,"female","french"
"2409","A. Tinguely",9,0,9,1,NA,"male","swiss"
"2410","Louise Tinguely",9,0,9,3,39,"female","swiss"
"2411","Gabriel Tisserand",6,0,6,7,46,"male","french"
"2412","Marcelle l'Huillier",7,0,7,1,25,"female","french"
"2413","Marcelle Valiquet",6,0,6,1,NA,"female","french"
"2414","Daniel Toledano",3,0,3,16,32,"male","french"
"2415","Eléonore Jeanne Tollet",9,0,9,144,29,"female","french"
"2416","Marcelle Vaudequin",6,0,6,-4,30,"female","french"
"2417","Louis Torche",8,1.15470053837925,8,24,32,"male","swiss"
"2418","Anna de Torok",4,0,4,160,36,"female","austrian"
"2419","Alice Florentine Torriani née Goulley",6,0,6,11,35,"female","swiss"
"2420","Marie Tosco",7,0,7,84,31,"female","swiss"
"2421","Maurice Tourneux",7,0,7,1,22,"male","french"
"2422","Dora Townsend",8,0,8,79,24,"female","english"
"2423","Pierre Benoit Trabold",8,0,8,114,34,"male","swiss"
"2424","Jean Charles Tranchet",6,0,6,10,22,"male","swiss"
"2425","Norah Elizabeth Tersea Mary Trangmar née Wright",5,1.4142135623731,5,200,24,"female","english"
"2426","Alice Trechsel ",7,0,7,1,17,"female","swiss"
"2427","Berthe Trechsel",7,0,7,1,16,"female","swiss"
"2428","Charles Tremege",9,0,9,1,32,"male","swiss"
"2429","Ernst Paul Archibald Trendelenburg",1,0,1,13,50,"male","german"
"2430","E. Tribolet",6,0,6,1,NA,"female","unknown"
"2431","Georges Roger Tripet",6,0,6,194,27,"male","swiss"
"2432","Jean Troesch",6,0,6,1,23,"male","swiss"
"2433","Paul Trohler",7.5,2.12132034355964,7.5,53,33,"male","swiss"
"2434","Francis Troillet",9,0,9,1,56,"male","swiss"
"2435","Jeanne Victorine Trollux",9,0,9,16,46,"female","swiss"
"2436","Yvonne Olga Trollux",7,0,7,26,19,"female","swiss"
"2437","Paul van Troostenberghe",3,0,3,251,40,"male","french"
"2438","Marguerite Constantin",8,0,8,1,23,"female","french"
"2439","Marguerite Marie Baillot",6,0,6,1,34,"female","french"
"2440","Lucie Francoise Tournier",6,0,6,1,51,"female","french"
"2441","Marie Agnès Athurion",6,0,6,142,32,"female","french"
"2442","Maurice Emile André Trowbridge",8,0,8,67,30,"male","french"
"2443","Gustave Truffer",7,0,7,1,62,"male","swiss"
"2444","Germaine Ida Tschirren née Cottet",6,0,6,266,21,"female","swiss"
"2445","Gaston Camille  Tschirren",6,0,6,144,24,"male","swiss"
"2446","Yvette Tschumi",6,0,6,127,19,"female","swiss"
"2447","Marie Antoinette Veillas",6,0,6,1,NA,"female","french"
"2448","Emile Tuchschmid",9,0,9,1,28,"male","swiss"
"2449","Frik Tuchschmid",7,0,7,1,NA,"male","swiss"
"2450","William H.  Tydd",7,0,7,1,20,"male","english"
"2451","Marie Boiteux",6,0,6,312,25,"female","french"
"2452","André Jean Vacheron",6,0,6,7,27,"male","swiss"
"2453","Alice Valade",9,0,9,3,29,"female","french"
"2454","Pierre Valitch",7,0,7,1,NA,"male","unknown"
"2455","Jean Vallery-Radot",2.5,2.12132034355964,2.5,167,37,"male","french"
"2456","L. Vallin",9,0,9,12,39,"male","swiss"
"2457","Georges Valsesia",8,0,8,116,30,"male","italian"
"2458","Henri Vanat",7,0,7,4,28,"male","swiss"
"2459","Cesar Vandini",9,0,9,1,21,"male","italian"
"2460","Marie Hingre",6,0,6,1,43,"female","french"
"2461","L. Varlez",1,0,1,8,NA,"male","unknown"
"2462","Albertine Edith Vassalli",9,0,9,20,23,"female","swiss"
"2463","Georges  Vattier",3,0,3,1,41,"male","french"
"2464","Frédéric Vaucher",9,0,9,1,43,"male","swiss"
"2465","Rosa Vaucher",9,0,9,105,36,"female","swiss"
"2466","Marie Laurembourle",5.75,0.5,6,292,38,"female","french"
"2467","Marie Louise Barriot",6,0,6,55,24,"female","french"
"2468","Marie Louise Brun",6,0,6,5,NA,"female","french"
"2469","Marie Louise Deche née Mabs",6,0,6,1,25,"female","french"
"2470","William Vaughan",5,0,5,1,NA,"male","english"
"2471","Augusta Vazau",7,0,7,121,36,"female","swiss"
"2472","Denis-Claude Veillet-Lavallee",3,0,3,29,20,"male","french"
"2473","Marie-Louise Cécile Schlesser",6,0,6,1,21,"female","french"
"2474","Albert van der Vekene",4,0,4,173,35,"male","luxembourgish"
"2475","Léon Velex",9,0,9,4,26,"male","french"
"2476","Antoine Vellemann",3,0,3,1,45,"male","swiss"
"2477","Marie-Louise Malavallon",6,0,6,16,18,"female","french"
"2478","Marie-Madeleine Grassot",6,0,6,1,25,"female","french"
"2479","Marthe Alice Muller-Deck née Geissmann",6,0,6,224,29,"female","french"
"2480","Marthe Gravelau",6,0,6,1,NA,"female","french"
"2481","Marthe Piotton Peylaud",6,0,6,3,34,"female","french"
"2482","Lucienne Joséphine Verdel",9,0,9,5,27,"female","french"
"2483","Mary Maltzeff née Kyriazi",8,0,8,138,29,"female","french"
"2484","Verrecchia",7,0,7,1,NA,"male","unknown"
"2485","Yvonne  Verrue-Allamand",9,0,9,1,37,"female","swiss"
"2486","Louise Verzone",9,0,9,234,37,"female","french"
"2487","Raymond Verzone ",8,1.4142135623731,8,18,19,"male","french"
"2488","Annita Vescovini",6,0,6,1,38,"female","italian"
"2489","Léon Vesin",7,0,7,1,19,"male","french"
"2490","Gaston A.  Vetch",4.33333333333333,2.08166599946613,5,72,25,"male","english"
"2491","René Mario Alexandre  Vettier",3,0,3,3,42,"male","french"
"2492","Marie Veuthey",9,0,9,1,30,"female","swiss"
"2493","Simone Veyenet",7,0,7,37,18,"female","swiss"
"2494","Yvonne Vilbois",6,0,6,33,29,"female","french"
"2495","Jeanne Vial née Seyboz",9,0,9,20,28,"female","swiss"
"2496","Robert Vial",7.66666666666667,1.15470053837925,7,86,25,"male","swiss"
"2497","Pierre Louis Vibert",7,0,7,20,19,"male","swiss"
"2498","Maurice Hubbard",6,0,6,18,59,"male","french"
"2499","Eugène Vidaschi",7,0,7,6,19,"male","italian"
"2500","Marguerite Vidonne",6,0,6,2,22,"female","swiss"
"2501","Madeleine Vietti",9,0,9,23,46,"female","italian"
"2502","Georges  Vigny",6,0,6,2,49,"male","swiss"
"2503","Antoinette Viguie",4,0,4,73,27,"female","french"
"2504","Henri Gabriel Vilatte",1,0,1,105,38,"male","french"
"2505","Simone Vincent",6.5,0.707106781186548,6.5,107,17,"female","french"
"2506","Maxime Charles Koessler",3,0,3,317,25,"male","french"
"2507","Juliette Vinotto",7,0,7,1,23,"female","italian"
"2508","Mrs. Catherine Marguerite Haigh",6,0,6,38,35,"female","french"
"2509","Nathalie Jeanne Perez-Moreyra",8,0,8,1,30,"female","french"
"2510","Jules  Vinzia",6,0,6,1,32,"male","swiss"
"2511","Paul Laissy",3,0,3,5,36,"male","french"
"2512","Lucien Viollet",7,0,7,2,25,"male","french"
"2513","Edith Viollier",8,0,8,7,39,"female","swiss"
"2514","Marguerite Alice Visinand née Reuge",7,0,7,305,25,"female","swiss"
"2515","Cecile Vittaz",7,0,7,1,16,"female","french"
"2516","Paul Leclercq",3,0,3,1,NA,"male","french"
"2517","Fritz Adolph Vogel",7,0,7,52,29,"male","swiss"
"2518","Jean Vogel",9,0,9,181,50,"male","swiss"
"2519","Henri Voirier",5,0,5,10,25,"male","swiss"
"2520","Louis Voisard",9,0,9,1,51,"male","swiss"
"2521","André Marcel Voland",7,0,7,1,22,"male","swiss"
"2522","Lucien Voldet",7,0,7,1,18,"male","swiss"
"2523","Paulette Besson",6,0,6,1,29,"female","french"
"2524","Inès Vuaridel",9,0,9,12,23,"female","swiss"
"2525","Alice Sylvie Vuichoud",9,0,9,27,29,"female","swiss"
"2526","Emile Henri Vuille",7,0,7,1,21,"male","swiss"
"2527","Paulette Meyer",6,0,6,1,21,"female","french"
"2528","Pierre Louis Meuret",3,0,3,1,28,"male","french"
"2529","Harry Amyas Leigh Herschel Wade",3,0,3,203,47,"male","english"
"2530","Pierre Oger",8,0,8,1,NA,"male","french"
"2531","Paul Louis Wagniere",8,0,8,1,40,"male","swiss"
"2532","René Hingre",6,0,6,205,43,"male","french"
"2533","Joseph Waldegg",7,0,7,1,NA,"male","unknown"
"2534","Georges Edouard Walz",6.5,0.707106781186548,6.5,300,19,"male","swiss"
"2535","Jackie-George Walz",7,0,7,1,17,"male","swiss"
"2536","M. Walz",6,0,6,1,NA,"female","unknown"
"2537","René Walzer",7,0,7,1,NA,"male","swiss"
"2538","Ulysse Walzer",7,0,7,32,21,"male","swiss"
"2539","Marc Wanner",7,0,7,66,19,"male","swiss"
"2540","Jeanne Léonie Jolly",6,0,6,1,25,"female","french"
"2541","Ernest Morgan Ward",4,2.82842712474619,4,174,35,"male","english"
"2542","G. Ward",5,0,5,1,NA,"male","english"
"2543","Lucia  Victoria   Alice Warnstedt",6,0,6,65,45,"female","german"
"2544","Hilda Warren",9,0,9,1,NA,"female","english"
"2545","Charles Warro",7,0,7,1,25,"male","swiss"
"2546","Elsie May Watling",6,0,6,228,26,"female","english"
"2547","Hugh Darvill Watson",3,1,3,1,46,"male","english"
"2548","Raymond Ian Gordon Watt",5,0,5,2,21,"male","english"
"2549","Percy Gill Watterson",4.5,0.707106781186548,4.5,327,32,"male","english"
"2550","Renée de Lucy-Fossarieu",6,0,6,1,43,"female","french"
"2551","Renée Eugénie Chapuy",8,0,8,24,26,"female","french"
"2552","Grace Webb",8,1.4142135623731,8,12,NA,"female","english"
"2553","L.  Webber",8,0,8,1,NA,"female","unknown"
"2554","Henri Weber",7,0,7,1,NA,"male","unknown"
"2555","Marie-Louise Weber",9,0,9,29,32,"female","swiss"
"2556","Marie-Louise Weber-Bauler née Naire",8,0,8,61,27,"female","french"
"2557","Renée Mathilde Raymonde Rivollet",7.5,1,8,194,38,"female","french"
"2558","Renée Pauline Soufflet-Delabarre",6,0,6,36,25,"female","french"
"2559","Fritze Louise Fernanda Wedell",6,0,6,2,26,"female","dane"
"2560","Rose Marguerite Oelker",8,0,8,147,44,"female","french"
"2561","Laubignat",6,0,6,12,NA,"female","french"
"2562","Ruth Ashley Audra",3,0,3,6,39,"female","french"
"2563","Simone Neel",6,0,6,NA,NA,"female","french"
"2564","Hilda Wehle",7,0,7,1,21,"female","swiss"
"2565","Herbert Alfred Wehrli",6,0,6,3,28,"male","swiss"
"2566","Sophie  Weigle née Grote",6,0,6,243,27,"female","swiss"
"2567","Marie Louise Weigle",6,0,6,31,20,"female","swiss"
"2568","Suzanne Aurélie Marie Meunier",6,0,6,1,24,"female","french"
"2569","Suzanne Langlois",6,0,6,110,32,"female","french"
"2570","Lucie  Weil",8,0,8,1,21,"female","swiss"
"2571","Inès Weinhold née Safanoff",8,0,8,50,20,"female","german"
"2572","Laura  Weit",7,0,7,1,24,"female","swiss"
"2573","Olga Belloche",6,0,6,236,24,"female","french"
"2574","Pierre Wenger",7,0,7,1,18,"male","swiss"
"2575","Hermance-Jeanne Werner-Bastion",6.5,2.12132034355964,6.5,1,42,"female","swiss"
"2576","Aline Wertheimer",6,0,6,5,NA,"female","unknown"
"2577","Suzanne Madeleine Ciswicki",6,0,6,2,23,"female","french"
"2578","Philip Richard Westlake",7,0,7,5,22,"male","english"
"2579","Gaston Paul Briscadieu",6,0,6,137,28,"male","french"
"2580","Hans Wetterwald",6,0,6,1,22,"male","swiss"
"2581","Edmond Weyeneth",8,0,8,1,NA,"male","unknown"
"2582","Vinot",6,0,6,1,NA,"female","french"
"2583","Yvonne Henriette Soudart",6,0,6,8,26,"female","french"
"2584","Yvonne Julia Paris",6,0,6,1,20,"female","french"
"2585","Yvonne Lamarque",6,0,6,1,28,"female","french"
"2586","G.  Wheeler",8,0,8,1,NA,"female","unknown"
"2587","John Edmund Wheeler",6,0,6,106,24,"male","english"
"2588","Yvonne Lamouroux",6,0,6,1,NA,"female","french"
"2589","Yvonne Lucienne Taher",6,0,6,1,29,"female","french"
"2590","Yvonne Marguerite Charpentier",4,0,4,155,31,"female","french"
"2591","Percy Hubert Whiskin",5,0,5,20,56,"male","english"
"2592","Yvonne Vetzel",6,0,6,1,NA,"female","french"
"2593","Eric Walter White",3,0,3,39,24,"male","english"
"2594","Ada Ditzen",6,0,6,1,NA,"female","german"
"2595","Oscar Alevi",5,1.4142135623731,5,116,22,"male","yugoslav"
"2596","Carl Prausnitz",2,0,2,6,NA,"male","german"
"2597","Clara Auguste Wilhelmina Peters",8,0,8,9,42,"female","german"
"2598","Dr. Emil Eugen Roesle",2,0,2,2,NA,"male","german"
"2599","Dr. Otto Olsen",2,0,2,171,NA,"male","german"
"2600","Irmgard Leski",6,0,6,102,23,"female","german"
"2601","Margarete  von Stotzingen",6,0,6,2,26,"female","german"
"2602","Marguerite Tachauer",6,0,6,53,24,"female","german"
"2603","Maria Davion",6,0,6,87,32,"female","german"
"2604","Marta Fraenkel",6,0,6,3,34,"female","german"
"2605","Charilaos Iatridis",6,0,6,13,21,"male","greek"
"2606","Louis Zahler",7,0,7,28,15,"male","swiss"
"2607","Dr. Andrew Colman Gaal",2,0,2,72,34,"male","hungarian"
"2608","Kalman Antoine Albert",8,0,8,164,36,"male","hungarian"
"2609","Adelaide Maude Algar",8,0,8,1,24,"female","irish"
"2610","Erika Zander",6,0,6,6,24,"female","german"
"2611","Bertha Willan",6,0,6,1,30,"female","irish"
"2612","Catherine Zani",6,0,6,NA,NA,"female","italian"
"2613","Eleanor Mary Morrissey",8,0,8,21,24,"female","irish"
"2614","Emily Brenan",6,0,6,89,30,"female","irish"
"2615","Joyce Marion Barrington",6,0,6,32,25,"female","irish"
"2616","Mary Byrne",6,0,6,43,29,"female","irish"
"2617","Mona Mary Macmahon",8,0,8,36,24,"female","irish"
"2618","Maria Pia Zanoni",9,0,9,25,38,"female","italian"
"2619","Phyllis Norah Hone Willan",6,0,6,102,24,"female","irish"
"2620","Frédéric Auguste Zaugg",6,0,6,74,20,"male","swiss"
"2621","Arthur  Whiteley",8,0,8,1,46,"male","english"
"2622","Nicolas Zaytzeff",5.75,0.5,6,13,58,"male","russian"
"2623","Una Mortished",6,0,6,1,23,"female","irish"
"2624","Violet Conolly",4,1.4142135623731,4,1,26,"female","irish"
"2625","Alba Lucia Tersi",6,0,6,1,27,"female","italian"
"2626","Joseph Widder",9,0,9,7,40,"male","german"
"2627","André Charles Widmann",9,0,9,114,28,"male","swiss"
"2628","Willy Wiegland",8,1,8,167,22,"male","swiss"
"2629","Denise Riboni",6,0,6,181,28,"female","italian"
"2630","Emilienne Bracq-Marion",6,0,6,120,31,"female","french"
"2631","Henriette Boutroux",6,0,6,305,23,"female","french"
"2632","John M. Wild",7,0,7,6,30,"male","swiss"
"2633","Violet B.   Wilder",6,0,6,1,26,"female","us-american"
"2634","Marjorie I. Wilenski née Harland",3,0,3,25,27,"female","english"
"2635","Reginald  Howard Wilenski",3,0,3,36,33,"male","english"
"2636","Edy Jensen",7,0,7,1,19,"male","dane"
"2637","Suzanne Jequier",6,0,6,14,24,"female","swiss"
"2638","Dr. Giuseppe Druetti",2,0,2,10,61,"male","italian"
"2639","Elsa di Criscienzo",6,0,6,4,30,"female","italian"
"2640","Otto Johansson",6,0,6,6,NA,"male","swedish"
"2641","Alice Zbinden",9,0,9,1,NA,"female","unknown"
"2642","E. L. Johnson",3,0,3,111,NA,"male","english"
"2643","Dorothy B. Wilkinson",6,0,6,10,NA,"female","us-american"
"2644","Marguerite Zbinden de Gruner",6.66666666666667,1.15470053837925,6,135,35,"female","swiss"
"2645","Hilda Margaret Elèna Wilkinson",6,0,6,46,36,"female","english"
"2646","Harold Francis Wilkinson",3,0,3,1,31,"male","english"
"2647","Jean Zeberli",9,0,9,30,20,"male","swiss"
"2648","Violet B. Wilkinson",6,0,6,6,NA,"female","english"
"2649","Emilio Pampana",2,0,2,84,NA,"male","italian"
"2650","Gabrielle de Nicolai",6,0,6,60,39,"female","italian"
"2651","Alfred Zehfus",7.5,0.707106781186548,7.5,142,21,"male","swiss"
"2652","Edouard Pico Zellweger",6,0,6,2,NA,"male","swiss"
"2653","Yvonne Marie Françoise Chardigny",6,0,6,309,22,"female","french"
"2654","Ladislas Zelovich",6,0,6,4,41,"male","hungarian"
"2655","Marguerite Blanc",6,0,6,243,24,"female","french"
"2656","Hans Karl Ziegler",8,0,8,18,26,"male","german"
"2657","Israel Zilberfarb",6,0,6,219,34,"male","romanian"
"2658","Chaulin-Servinière",5,1.4142135623731,5,1,NA,"female","french"
"2659","Emile Zillweger",8,0,8,9,39,"male","swiss"
"2660","Paul Zimmermann",6,0,6,3,30,"male","swiss"
"2661","Ferdinand Gérard Zimmet",6,0,6,1,29,"male","french"
