"name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"Herald Jørgensen",2,0,2,1,NA,"male","dane"
"Kaalund Jorgensen",2,0,2,1,NA,"male","dane"
"M. F. W. Joseph",2,0,2,88,26,"female","british"
"Witold Bronowski",2,0,2,1,NA,"male","polish"
"Jessie Brookes",2,0,2,1,NA,"female","australian"
"Professor K.R. Brotehuus",2,0,2,4,NA,"male","finish"
"John Brown",2,0,2,1,NA,"male","english"
"Guiseppe Bruccoleri",2,0,2,188,49,"male","italian"
"Erik Bruel",2,0,2,1,NA,"male","dane"
"Laura  Brunetti",2,0,2,1,35,"female","italian"
"C.J. Brunskog",2,0,2,1,NA,"male","swedish"
"Prof. A. Brusewitz",2,0,2,1,NA,"male","swedish"
"Juan Antonio Buero",1,0,1,84,44,"male","unknown"
"Tristan Buesst",2,0,2,1,NA,"male","english"
"Professor Othmar Buhler",2,0,2,1,NA,"male","german"
"Arthur Bullard",2,0,2,12,NA,"male","us-american"
"E.A. Burton",2,0,2,3,NA,"male","new_zealander"
"J.R.M. Butler",2,0,2,1,NA,"male","unknown"
"Ladislaus Buza",2,0,2,1,NA,"male","hungarian"
"Miodrag Irrovak",2,0,2,1,NA,"male","yugoslav"
"Morikatsu Inagaki",2.5,1,2,148,31,"male","unknown"
"Robert Inch",2,0,2,1,NA,"male","unknown"
"Dr. Otto Iserland",2,0,2,1,NA,"male","german"
"Pedro Guillermo Itriago",2,0,2,1,NA,"male","venezuelan"
"Arnold Herman van Ittersum",2,0,2,174,28,"male","dutch"
"Robert  Haas",1,0.816496580927726,1,1,28,"male","french"
"Gottfried Haberler",2,0,2,55,34,"male","austrian"
"Max Habicht",2,0,2,125,29,"male","swiss"
"Wilhelm Haerpfer",2,0,2,1,NA,"male","austrian"
"Francis Mariassy",2,0,2,1,NA,"male","hungarian"
"Armando Maribona",2,0,2,2,NA,"male","cuban"
"Hessel Duncan Hall",2,0,2,138,36,"male","australian"
"Marson Una",2,0,2,1,NA,"female","british"
"J. H. Hall",2,0,2,6,NA,"male","new_zealander"
"Edouard Rodolphe de Haller",1.5,0.577350269189626,1.5,171,29,"male","swiss"
"William Martin",2,0,2,9,NA,"male","swiss"
"A. Martyn Finlay",2,0,2,1,NA,"male","british"
"C. E.  Mascarenyes ",2,0,2,1,NA,"male","spanish"
"Hideo Masutani",2,0,2,9,25,"male","unknown"
"  Armi Inkeri Hallstein-Kallia",2,0,2,120,29,"female","finish"
"Erik Andreas Colban",1,0,1,133,43,"male","unknown"
"Edvard Hambro",2,0,2,1,22,"male","norwegian"
"Dr.  Joost Adriaan van Hamel",1,0,1,80,39,"male","dutch"
"Albert Mordannt Hamilton",2,0,2,1,25,"male","south_african"
"Andrée Marie Colin",2,0,2,204,40,"female","unknown"
"Francis Colt de Wolf",2,0,2,40,37,"male","us-american"
"Pierre Comert",1,0,1,161,39,"male","french"
"Dr. Mario Matteucci",2,0,2,1,NA,"male","italian"
"James Edward Meade",2,0,2,29,31,"male","british"
"Armando Mencia",2,0,2,81,24,"male","cuban"
"Colonel  C. P.  Meredith",2,0,2,1,NA,"male","canadian"
"Georg  Meri",2,0,2,1,NA,"male","estonian"
"Jordan Metchkaroff",2,0,2,1,NA,"male","bulgarian"
"Jacob Ludwig Maria Metternich",2,0,2,150,32,"male","german"
"H. Mignot",2,0,2,1,NA,"male","french"
"Ivan  Milec",2,0,2,12,27,"male","czech"
"Robert Roy Douglas Milligan",2,0,2,1,43,"male","new_zealander"
"Menlio Minozzi",2,0,2,1,41,"male","italian"
"Vladimir Miselj",2,0,2,222,32,"male","yugoslav"
"Janet Mitchell",2,0,2,1,NA,"female","british"
"Ionel Mocsonyi-Styrcea",2,0,2,38,28,"male","romanian"
"Victor  Mogens",2,0,2,1,NA,"male","norwegian"
"Paul Erik Alfred Mohn",2,0,2,1,31,"male","swedish"
"Lous  Mohr",2,0,2,1,NA,"female","norwegian"
"José Quero  Molares",2,0,2,1,NA,"male","spanish"
"Mohamed Mohamed Abd Moustafa el Moneim",2,0,2,1,NA,"male","egyptian"
"Berta  Hamilton",2,0,2,1,NA,"female","canadian"
"Maurice Cornil",2,0,2,1,NA,"male","french"
"Jean Daniel de Montenach",2,0,2,227,28,"male","swiss"
"Renato da Costa Almeida",2,0,2,1,NA,"male","brazilian"
"J. L.  Cottle",2,0,2,1,NA,"male","english"
"Maria Palancar Moreno",2,0,2,1,NA,"female","spanish"
"John Hamilton",2,0,2,1,NA,"male","english"
"Alexandra Cottou",2,0,2,1,NA,"female","greek"
"Kinjiro  Mori",2,0,2,1,NA,"male","unknown"
"Denys Noël  Crapon",2,0,2,49,46,"male","french"
"Winifred Hamilton",2,0,2,8,26,"female","english"
"Constance Myra Harris",3,2.44948974278318,4,336,23,"female","british"
"Dame Rachel Eleanor Crowdy",1.5,0.707106781186548,1.5,1,38,"female","english"
"David William Alun Llewellyn",3,0,3,1,34,"male","british"
"Âke  Hammarskjöld",2,0,2,24,27,"male","swedish"
"Dr.  Aldo Crosara",2,0,2,21,23,"male","italian"
"Kathleen Mulchrone",2,0,2,1,NA,"female","british"
"Guido Crolla",2,0,2,46,34,"male","italian"
"Ken Harada",2,0,2,226,28,"male","unknown"
"Dr. Sonti Dakshinamurty",2,0,2,19,41,"male","indian"
"John Mulgan",2,0,2,1,NA,"male","british"
"D. Emilio Hardisson y Pizarrosso",2,0,2,2,NA,"male","spanish"
"René Harf",2,0,2,1,33,"male","luxembourgish"
"Edward Albert Radice",2,0,2,5,NA,"male","english"
"Muhyi el Din el Mumayiz",2,0,2,7,28,"male","iraqi"
"Enrique  Munguia",2,0,2,23,35,"male","mexican"
"Jan Munzer",2,0,2,1,NA,"male","czech"
"Humphrey Charles Mynors",2,0,2,1,NA,"male","british"
"de Chenneviere de Radigues",2,0,2,1,NA,"male","unknown"
"Elemér de Radisics",2.66666666666667,1.15470053837925,2,9,NA,"male","hungarian"
"Milos Radojkovitch",2,0,2,1,NA,"male","yugoslav"
"Gabrielle Jeanne Anne Marie Radziwill",2.5,1,2,1,NA,"female","lithuanian"
"William Harpham",2,0,2,26,31,"male","british"
"Mohssein Khan Raiss",2,0,2,1,NA,"male","iranian"
"A. J. Harrop",2,0,2,1,NA,"male","new_zealander"
"Gerhard Haucke",2,0,2,1,NA,"male","german"
"Emil Otto Hauswirth",2,0,2,93,25,"male","austrian"
"Edwin  Haward",2,0,2,11,55,"male","british"
"Doris Mary de Zouche",3,0,3,195,34,"female","british"
"Constance Hayward",2,0,2,1,NA,"female","canadian"
"Michel Ralea",2,0,2,1,NA,"male","romanian"
"T.S. Ramanujam",4,0,4,1,NA,"male","indian"
"Ahmed Ramy",2,0,2,6,NA,"male","egyptian"
"Prof. William E. Rappard",1,0,1,49,NA,"male","swiss"
"Louis Rasminsky",2,0,2,159,22,"male","canadian"
"Jal Jemshid Dalal",2,0,2,163,28,"male","indian"
"Christo Danailoff",2,0,2,1,NA,"male","bulgarian"
"L. Dark",2,0,2,1,NA,"male","unknown"
"Thora Daugaard",2,0,2,1,60,"female","dane"
"Ethel Dawe",2,0,2,1,NA,"female","australian"
"Florian Delhorbe",2,0,2,40,33,"male","swiss"
"Luis Ernesto Denegri",4,0,4,12,NA,"male","peruvian"
"Antoine Charles Pierre Denis",2,0,2,145,37,"male","french"
"Paul Gilles Léon Deperon",2,0,2,178,25,"male","unknown"
"Eugène  Derobert",2,0,2,123,44,"male","swiss"
"Aljos Derso",2,0,2,2,45,"male","hungarian"
"Dorothy Henley",5,1.4142135623731,5,-3,49,"female","british"
"Dorothy Isobel Lang",6,0,6,2,34,"female","british"
"Dorothy Mary Hoon",6,0,6,1,41,"female","british"
"Atam Anand Sharar Dewan",2,0,2,1,NA,"male","indian"
"Sadâmand Mangest Dhume",2,0,2,84,31,"male","indian"
"Heinrich Dickmann",2,0,2,1,NA,"male","german"
"Carol Albert Dienesch",3.2,1.6431676725155,3,48,43,"male","romanian"
"Dulcie Grace Yorke",6,0,6,81,38,"female","british"
"Eduardo Diez de Medina",4,0,4,64,51,"male","bolivian"
"Fernando Diez de Medina",4,0,4,90,31,"male","bolivian"
"Abol-Hassan Khan Hekimi",2,0,2,177,38,"male","iranian"
"Detcho Dimitroff",2,0,2,13,33,"male","bulgarian"
"Bengt Helger",2,0,2,14,NA,"male","swedish"
"Daniel Henao",2,0,2,2,34,"male","unknown"
"Gijsbert Frans van Dissel",2,0,2,112,43,"male","dutch"
"Robert Hendrickx",2,0,2,1,NA,"male","unknown"
"Carin Hermelin",2,0,2,1,NA,"female","swedish"
"Thomas Arthur Hiam",2,0,2,109,36,"male","canadian"
"Carl Doka",2,0,2,1,NA,"male","swiss"
"Halina Doria-Dernalowicz",2,0,2,1,NA,"female","polish"
"Sir Eric Drummond",1,0,1,169,43,"male","english"
"William Martin Hill",2,0,2,223,22,"male","english"
"Reverend  Dubois",2,0,2,1,NA,"male","french"
"Brian Durnin",2,0,2,27,26,"male","irish"
"Lieut. Col.  H. G.  Eady",2,0,2,1,NA,"male","british"
"Eichelberger",2,0,2,1,NA,"male","dane"
"Erik Einan Ekstrand ",1,0,1,99,51,"male","swedish"
"Abdollah K. Entezam",2,0,2,1,NA,"male","persian"
"Tevfik Kerim Erim",2,0,2,155,39,"male","turkish"
"Jean  Escande",2,0,2,1,NA,"male","french"
"Dr. Theodor Eschenburg",2,0,2,1,NA,"male","german"
"Constantin Eustathiades",2,0,2,1,NA,"male","greek"
"Georges Maxime Rastel",2,0,2,15,29,"male","french"
"Emile Raus",2,0,2,1,NA,"male","luxembourgish"
"Rauscher",2,0,2,13,NA,"male","german"
"Robert Redslob",2,0,2,1,NA,"male","french"
"Richard Hillard",2,0,2,1,NA,"male","romanian"
"Achille Reisdorff",2,0,2,1,NA,"male","luxembourgish"
"J.  van Hinte",2,0,2,1,NA,"male","dutch"
"W. J. Hinton",4,0,4,1,NA,"male","english"
"Endre Hlatky",2,0,2,1,NA,"male","hungarian"
"Frank Hoare",2,0,2,1,NA,"male","british"
"Marcel Hoden",1.66666666666667,0.577350269189626,2,209,33,"male","french"
"Jean Dupuy",2,0,2,1,NA,"male","french"
"Albert Dufour-Féronce",1,0,1,69,59,"male","german"
"Bertil Arne Renborg",1,0,1,81,NA,"male","swedish"
"Pierre Renouvin",2,0,2,1,NA,"male","french"
"Cecil von Renthe-Fink",2,0,2,81,NA,"male","german"
"Nicolas Repasi",2,0,2,12,NA,"male","hungarian"
"William Ress",2,0,2,1,NA,"male","english"
"Dr. Franz Reuter",2,0,2,1,NA,"male","german"
"Benedetto Gentile",2,0,2,41,23,"male","italian"
"Michel Georgantas",2,0,2,1,NA,"male","greek"
"Dr. Hossein Khan Ghadimy",2,0,2,1,NA,"male","iranian"
"V. Gustainis",2,0,2,1,NA,"male","lithuanian"
"Berit Gulliksen",2,0,2,1,NA,"female","norwegian"
"José Eduardo Guerra",4,0,4,23,35,"male","bolivian"
"Felicia Grigonis",2,0,2,1,NA,"female","lithuanian"
"John Raeburn Green",2,0,2,13,26,"male","us-american"
"Raul Gutiérrez Granier",2,0,2,3,NA,"male","unknown"
"J. Graff",2,0,2,1,NA,"female","french"
"John MacKey Hodge",2,0,2,25,42,"male","british"
"Antonio Maria  Godinho",2,0,2,1,NA,"male","portugese"
"Teódore Gjurgjević",2,0,2,1,NA,"male","yugoslav"
"Georges Ghenoff",2,0,2,1,NA,"male","bulgarian"
"Henri Pierre Hoffer",2,0,2,14,54,"male","swiss"
"Emile Giraud",2,0,2,239,33,"male","french"
"E. Clare Hoon",6,0,6,1,NA,"female","british"
"Chifeng Hsia",2,0,2,61,34,"male","chinese"
"E. Darby",8,0,8,2,NA,"female","british"
"Karl Hudeczek",2,0,2,13,34,"male","austrian"
"Manley Hudson",2,0,2,133,33,"male","us-american"
"Alfred Eduard Husslein",2,0,2,84,38,"male","german"
"N. B. Huysman",2,0,2,1,NA,"male","unknown"
"Jan Vaclac Hyka",2,0,2,36,48,"male","czech"
"Huntington Gilchrist",2.33333333333333,0.577350269189626,2,105,28,"male","us-american"
"Hossein Zandjani",2,0,2,6,NA,"male","persian"
"Bela Zolnai",2,0,2,1,NA,"male","hungarian"
"Tetsuro Furukaki",2,0,2,62,24,"male","unknown"
"Gerhard Furst",2,0,2,113,33,"male","german"
"Karel Frolik",2,0,2,6,NA,"male","czech"
"Maurice Frere",6,0,6,4,NA,"male","unknown"
"Fabre",2,0,2,1,NA,"female","french"
"Finn Tage Blichfeldt Friis",2,0,2,202,26,"male","dane,dane"
"Antoine Favre",2,0,2,1,NA,"male","swiss"
"Arthur Elliott Felkin",2,0,2,283,NA,"male","english"
"Narciso de Freire de Anrade",2,0,2,69,29,"male","portugese"
"Wladimir Felkner",2,0,2,11,NA,"male","russian"
"Dr. Fritz Foth",2,0,2,1,NA,"male","german"
"J. Salvador Fernandez",2,0,2,1,NA,"male","unknown"
"Raymond B. Fosdick",1,0,1,1,NA,"male","us-american"
"Noel Haviland Field",2,0,2,53,NA,"male","us-american"
"Joseph Foscht",2,0,2,1,NA,"male","austrian"
"Viriato Figueredo-Lora",5,1.4142135623731,5,77,NA,"male","costa_rican"
"Ingvald Forfang",2,0,2,1,NA,"male","norwegian"
"Giuseppe Tani",3.33333333333333,2.3094010767585,2,118,41,"male","italian"
"John Marcus Fleming",2,0,2,19,NA,"male","english"
"Georges Fleury",2,0,2,1,NA,"male","unknown"
"Federico Flora",2,0,2,1,NA,"male","italian"
"E. E. Chamberlain",6,0,6,22,NA,"female","british"
"Henri Ernest Reymond",2,0,2,14,NA,"male","swiss"
"Mario Ribas",4,0,4,33,NA,"male","unknown"
"A. Rienks",2,0,2,1,NA,"male","dutch"
"Olaf Ripa",2,0,2,1,NA,"male","swedish"
"Hubert Ripka",2,0,2,10,NA,"male","czech"
"Giuseppe Rocca",2,0,2,43,NA,"male","italian"
"Marcello Roddolo",2,0,2,133,NA,"male","italian"
"Cristobal Rodriguez",3,1.4142135623731,3,-2,NA,"male","panamanian"
"H.R. Rodwell",2,0,2,1,NA,"male","english"
"Daria Maria Amelia Rohner-Frosali",6,0,6,237,NA,"female","swiss"
"Johan Marie Frans Romein",2,0,2,144,NA,"male","dutch"
"Edwige Sophie Thérèse Adèle de Romer",2,0,2,154,NA,"female","polish"
"D.D. Rosca",2,0,2,1,NA,"male","romanian"
"Marcel Rosenberg",1,0,1,19,NA,"male","russian"
"Johan Ansgar Esaias Rosenborg",2,0,2,300,NA,"male","swedish"
"Gudlangur Rosinkranz",2,0,2,1,NA,"male","icelander"
"Helmer Rostgaard Gommesen Rosting",2,0,2,188,NA,"male","dane"
"E.J. Lawrenson",6,0,6,1,NA,"female","british"
"",2,0,2,9,NA,"male","unknown"
"Jaques Léon Rueff",2,0,2,39,NA,"male","french"
"Edith Ethel Lyons",6,0,6,1,31,"female","british"
"Dr. Jyŏ Ruutu",2,0,2,1,NA,"male","finish"
"Héléne Louise Laccard",6,0,6,185,26,"female","swiss"
"Adrien Lachenal",0,0,0,1,NA,"male","unknown"
"Prof. Dr. F. Siegmund-Schultze",2,0,2,1,NA,"male","swiss"
"Giuseppe Righetti",1,0,1,36,NA,"male","italian"
"Prof. G. Scelle",3,0,3,1,NA,"male","unknown"
"Marie Ginsberg",6,0,6,234,26,"female","polish"
"Edward Archibald Lloyd",1.5,2.12132034355964,1.5,209,38,"male","british"
"Edythe Marie Hudson",6,0,6,12,32,"female","british"
"Eileen Nora Behr",6,0,6,55,21,"female","british"
"Elinor  Peace  Todd née O'Dwyer",6,0,6,38,22,"female","argentinian"
"Edgard F. G. Abraham",3,0,3,NA,NA,"male","british,english"
"Yvonne Achard",6,0,6,1,NA,"female","unknown"
"Alix Le Cacheux",6,0,6,1,44,"female","french"
"Eleonore Bertha Heumann",6,0,6,1,34,"female","british"
"Elsie Charlotte Harknett",7.33333333333333,1.15470053837925,8,12,24,"female","british"
"Emily Duncan Johnston",5.66666666666667,0.516397779494322,6,326,25,"female","british"
"Robert Cachin",9,0,9,41,NA,"male","swiss"
"Alfred  Adams",9,0,9,NA,NA,"male","unknown"
"Emmeline Carver",6,0,6,4,31,"female","british"
"Ethel Willox Adie",4,2.82842712474619,4,1,32,"female","english"
"Alan Ebbutt",3,0,3,214,24,"male","british"
"Olympe Fabani",9,0,9,1,36,"male","italian"
"Giuseppe Facco",7,0,7,1,20,"male","italian"
"Monique C. Ador",8,0,8,1,23,"female","swiss"
"Alfred Fae",7.25,1.5,7,230,19,"male","swiss"
"Walter Eberle",7.8,1.09544511501033,7,5,22,"male","swiss"
"Esther Kixman",6,0,6,19,29,"female","british"
"Paul Aeberhardt",7.66666666666667,1.15470053837925,7,1,55,"male","swiss"
"Ernest von Dach",9,0,9,110,40,"male","swiss"
"Alcibiadès Echeverri",6.66666666666667,0.577350269189626,7,9,29,"male","unknown"
"Faustine Fae",7,0,7,61,25,"female","italian"
"Charlotte Aebi",8,0,8,11,20,"female","swiss"
"Ethel Hopgood",6,0,6,1,NA,"female","british"
"Florence Barbara Caw",6,0,6,1,28,"female","british"
"Florence Hilda Davis",6,0,6,146,20,"female","british"
"Ruth Edminson",3,0,3,1,35,"female","british"
"Marcel Aerny",8.6,0.894427190999916,9,7,25,"male","swiss"
"Louis Dallemagne",7,0,7,36,49,"male","swiss"
"Max Caldonazzi",7,0,7,4,18,"male","german"
"Berthe Fahrni née Auklin",8,0,8,300,25,"female","swiss"
"Florence Lane",6.66666666666667,1.15470053837925,6,1,25,"female","british"
"Marie-Louise Aeschbach née Bavay",6,0,6,59,36,"female","unknown"
"Buno Fajetti",9,0,9,32,31,"male","italian"
"J.  Falconnat",9,0,9,1,NA,"male","unknown"
"Raymonde  Falconnat",7,0,7,3,17,"female","french"
"L. Falquet",7,0,7,1,NA,"male","unknown"
"G. H. King",6,0,6,1,NA,"male","british"
"René Jean Marius Aeschbach",7.25,1.25830573921179,7,161,22,"male","swiss"
"Mathilde Dal Santo",9,0,9,43,34,"female","swiss"
"Gertrude Ethel Leckenby-Freeth",6,0,6,2,22,"female","british"
"Gladys Muriel Jones",6,0,6,24,25,"female","british"
"Alexis Aeschlimann",7.33333333333333,0.577350269189626,7,153,20,"male","swiss"
"Hannah B. Rahtkens",6,0,6,176,34,"female","british"
"Hedley Heaton",3,0,3,22,28,"male","british"
"Hilda Mary Hart",6,0,6,57,24,"female","british"
"Hissett",6,0,6,1,NA,"female","british"
"Horace Vernon Humphreys",6,0,6,52,28,"male","british"
"Etienne Darbelley",9,0,9,13,42,"male","swiss"
"Willy Aeschlimann",6,0,6,220,43,"male","swiss"
"Odette Evelyn Ahrens née Faller",6,0,6,134,22,"female","swiss"
"Susumu Aibara",6,0,6,67,26,"male","unknown"
"Berthe Albenise",8,0,8,97,29,"female","italian"
"Henry Leigh Farnell",3,0,3,67,37,"male","english"
"Alys May Farrow",3,0,3,149,34,"female","english"
"Evelyn Nancy Farrow",5,0,5,4,22,"female","english"
"Enid Winifred Farrow",5,0,5,1,38,"female","english"
"Robert Fath",7.33333333333333,0.816496580927726,7,29,20,"male","swiss"
"Robert Fatio",3,0,3,1,26,"male","swiss"
"Horace Walter Hiscoke",6,0,6,154,35,"male","british"
"Alexis Favre",9,0,9,1,30,"male","swiss"
"Raoul Aristide Favre",9,0,9,11,45,"male","swiss"
"Simone Favre",7.66666666666667,0.577350269189626,8,1,15,"female","french"
"Victor Favre",9,0,9,1,46,"male","french"
"Violette Marthe Fayod",6,0,6,10,30,"female","swiss"
"Alfred Fazan",9,0,9,2,NA,"male","unknown"
"Max Fehlmann",7,0,7,24,35,"male","swiss"
"Erna Feig",6,0,6,1,34,"female","czech"
"Eleonore Margarete Emmy Feisenberger",6,0,6,1,24,"female","german"
"Edmond  Feller",9,0,9,114,31,"male","swiss"
"Ella Mary Ferguson",7,0,7,215,43,"female","english"
"Gustave Ferrari",6,0,6,4,NA,"male","swiss"
"Jane Ferrari",6,0,6,1,23,"female","swiss"
"Paul Ferrari",7,0,7,5,59,"male","swiss"
"Bruno Ferrario",9,0,9,1,50,"male","swiss"
"Marc Pierre Jean Ferrier",6,0,6,174,41,"male","swiss"
"Marguerite Ferrier née Naly",8,0,8,263,24,"female","swiss"
"Catherine Renée Juliette Ferrier",5,0,5,197,25,"female","swiss"
"Gaston Emile Ferrot",9,0,9,3,22,"male","swiss"
"Alice Feutz née Müller",7,0,7,102,28,"female","swiss"
"Kate Field",7,0,7,1,NA,"female","unknown"
"Lionel  Fielden",3,0,3,1,25,"male","english"
"Henriette Lucie Fiene née Tricotel",6,0,6,1,45,"female","german"
"Lt. Col.  Giulo Fier",4,0,4,34,51,"male","italian"
"Hugh Mortimer Gann",3,0,3,1,NA,"male","british"
"Ida Heumann",8,0,8,5,28,"female","british"
"Ruby Norah Figgio",5.33333333333333,1.15470053837925,6,-1,39,"female","irish"
"Fred Léopold Marc Filletaz",9,0,9,10,47,"male","swiss"
"Louis Edouard Filliez",9,0,9,99,41,"male","swiss"
"Susanne Filliol",7,0,7,11,20,"female","swiss"
"Ida Marion Liddell",6,0,6,3,NA,"female","british"
"A. C.  Filloneau",3,0,3,4,NA,"male","french"
"Eugène  Filotti",2,0,2,1,NA,"male","romanian"
"Kaare Filseth",4,0,4,7,22,"male","norwegian"
"Marianne Béatrice Finck",6,0,6,1,24,"female","swiss"
"Captain Alan Gordon Finley",3,0,3,2,36,"male","english"
"Emile Finkler",7,0,7,1,NA,"male","unknown"
"Iris Campbell Heap",4.5,3,6,206,31,"female","british"
"Gertrude Fisch",8,0,8,76,32,"female","swiss"
"Adèle Fischer",9,0,9,3,45,"female","swiss"
"Hermina Fischer",9,0,9,39,28,"female","austrian"
"William Fish",6,0,6,5,NA,"male","english"
"Georges Francois  Fissore",6,0,6,24,23,"male","italian"
"Elisabeth Fitzmaurice",3,0,3,1,NA,"female","english"
"Berthe  Fivaz",7,0,7,9,24,"female","swiss"
"Marguerite Fix née Schrein",7,0,7,228,23,"female","french"
"Charles  Flachat",6,0,6,23,48,"male","french"
"Francisque  Flachat",6,0,6,1,28,"male","french"
"Frederick William Flattely",3,0,3,12,39,"male","english"
"Théo Fleischmann",2,0,2,1,NA,"male","unknown"
"Ian Fleming",2,0,2,2,23,"male","unknown"
"Mabel Irène Fletcher",8,0,8,29,24,"female","english"
"Henry Emile Fleury",6,0,6,1,27,"male","french"
"René  Fleuty",7,0,7,1,23,"male","swiss"
"Yvonne  Floersheim",8,0,8,42,20,"female","french"
"Emile Fluckiger",9,0,9,76,45,"male","swiss"
"Flumet",9,0,9,32,NA,"male","unknown"
"Emile  Fontaine",9,0,9,-2,26,"male","swiss"
"Jeanne Fontana",7,0,7,1,20,"female","swiss"
"Georges Fontannaz",6,0,6,21,25,"male","swiss"
"Ivy Ellen Castle",6,0,6,24,23,"female","british"
"Léon Rodolphe Marius Foresti",8.5,1,9,150,24,"male","swiss"
"Jean Owen Campbell-Davies",6,0,6,112,25,"female","british"
"James William Hickson",6,0,6,14,58,"male","british"
"César Fornerone",9,0,9,2,25,"male","swiss"
"Pierette Forney",6,0,6,1,34,"female","swiss"
"Henny Forster",7,0,7,1,23,"female","dutch"
"Mario Fortunato",7,0,7,8,26,"male","italian"
"Alexandre Fossati",7,0,7,1,54,"male","italian"
"Renée Fournier",8,0,8,19,20,"female","french"
"Francois-René de Foville",4,0,4,50,26,"male","french"
"Jeaffreson Helen Christine",8,0,8,8,26,"female","british"
"Léon Fragniere",8.5,0.707106781186548,8.5,234,21,"male","swiss"
"Winifred Marjorie Candelent",6,0,6,1,35,"female","british"
"Katherine Louise Radford",6,0,6,88,41,"female","british"
"Francoual",6,0,6,1,NA,"female","unknown"
"Angèle Francoz-Chamoz",8,0,8,12,26,"female","swiss"
"G. E.  Franey",6,0,6,1911,NA,"male","english"
"Raymond Franklin",3,0,3,1,32,"male","french"
"Jessie Rose Laurie",6,0,6,51,25,"female","british"
"John Albert Kewell",6,0,6,119,25,"male","british"
"Alice Woodall Fraser",4,0,4,1939,24,"female","english"
"John Harby Husband",3,0,3,14,23,"male","british"
"Lettie  Frere",4,0,4,7,NA,"female","english"
"Anna Frick",9,0,9,154,35,"female","swiss"
"John Harding",3,0,3,22,22,"male","british"
"Joyce Evelyn Chance",3,4.24264068711928,3,24,26,"female","british"
"Paule Friess",7,0,7,1,16,"female","french"
"Charles Frigerio",5,0,5,126,49,"male","swiss"
"Rita  Frischknecht née Bonvallat",6,0,6,176,25,"female","italian"
"Eileen Mary Frow",6,0,6,6,24,"female","english"
"Jacqueline Frugier",8,0,8,86,31,"female","french"
"Louis  Frugier",9,0,9,233,30,"male","french"
"Grégoire Frumkin",4,0,4,301,26,"male","polish"
"Hélène Frumkin née Bonvalat",5,1.4142135623731,5,54,24,"female","polish"
"Dudley Fry",3,0,3,2,42,"male","english"
"Pierre  Fuchs",7,0,7,48,25,"male","swiss"
"Serge  de Morsier",5.5,0.707106781186548,5.5,1,30,"male","swiss"
"Léon  Stettler ",5,0,5,1,42,"male","swiss"
"Louis Gavard",6,0,6,51,26,"male","swiss"
"Constant  Gavillet",8,0,8,152,37,"male","swiss"
"Guillaume  Fatio",9,0,9,NA,NA,"male","swiss"
"Ferdinand Gay",8.5,0.707106781186548,8.5,222,41,"male","swiss"
"Héléne Gay",9,0,9,195,36,"female","swiss"
"Yvonne Gay",7,0,7,17,23,"female","swiss"
"Eugène  Gay des Combes",9,0,9,173,45,"male","swiss"
"Kathleen Alice Holmes",6,0,6,59,23,"female","british"
"Kathleen Byass",6,0,6,1,28,"female","british"
"Kathleen Ellen Rafferty",6,0,6,35,25,"female","british"
"William Adam Geijer",3,0,3,8,32,"male","english"
"Jeanne Marguerite Geisser née Brandt",6,0,6,212,24,"female","swiss"
"Odon Eugène  Gelbert",6,0,6,73,22,"male","greek"
"Laure  Gendre",7,0,7,1,31,"female","swiss"
"Francis Genet",9,0,9,1,NA,"male","swiss"
"Otto Genet",7,0,7,1,21,"male","swiss"
"Rose  Genier",6,0,6,1,NA,"female","swiss"
"Kathleen Mary Agnes Harrison",6,0,6,276,30,"female","british"
"Kathleen Mary Hayes",6,0,6,5,23,"female","british"
"Leonard Home",6,0,6,2,16,"male","british"
"Adèle  Genoud",9,0,9,1,47,"female","swiss"
"Rodolphe Genoud",7,0,7,210,43,"male","swiss"
"Louis  Gentil",8,1.4142135623731,8,3,29,"male","swiss"
"E. Georg",3,0,3,1,NA,"male","swiss"
"Lilian Hooper",6,0,6,1,NA,"female","british"
