"name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"Henry Otway Hobart",3,0,3,117,25,"male","irish"
"Gilbert Hochstrasser",7,0,7,1,19,"male","swiss"
"Jean Paul Hochstrasser",7,0,7,1,28,"male","swiss"
"Mavis Elisabeth Hocking",5,0,5,85,28,"female","british"
"Francis Hodel",6,0,6,1,NA,"male","swiss"
"R. Grosjean",9,0,9,1,NA,"female","swiss"
"Raymond Chassot",6,0,6,102,40,"male","swiss"
"Amy Hogg",3,0,3,1,36,"female","british"
"Willy Hohenauer",7,0,7,20,20,"male","swiss"
"Paul Charles Albert Hohlfeld",7,0,7,17,42,"male","german"
"Henry Robert Holmes",5,0,5,26,29,"male","british"
"Joséphine Célestine Homberg née Bezat",9,0,9,304,38,"female","swiss"
"Tanguy Marie André Honincthun",3,0,3,66,33,"male","french"
"Annie Hoogendorm",7,0,7,1,25,"female","dutch"
"Ella Kathleen Hooke",6,0,6,5,26,"female","british"
"Alfred Evans Hooker",8,0,8,245,25,"female","british"
"Réjane Emilie Elisa Deleiderrier",6,0,6,1,28,"female","swiss"
"René Gachet",7,0,7,14,19,"male","swiss"
"René Josi",7,0,7,3,39,"male","swiss"
"Aimée Beichel",6,0,6,1,24,"female","swiss"
"René Jousson",7,0,7,52,24,"male","swiss"
"Marthe-Lucie Burgat",6,0,6,12,37,"female","swiss"
"Renée Bopp",6,0,6,1,30,"female","swiss"
"C.A. Ronzevalle",3,0,3,1,NA,"male","english"
"Anke Eliza Roosenburg",4,0,4,10,26,"female","dutch"
"Renée Quiblier",9,0,9,1,27,"female","swiss"
"Renée Raymond",8,0,8,252,26,"female","swiss"
"Rinaldo Borsa",6,0,6,218,35,"male","swiss"
"Robert Anderegg",9,0,9,47,28,"male","swiss"
"Robert Kybourg",6,0,6,92,33,"male","swiss"
"Alfred Rossier",9,0,9,1,35,"male","swiss"
"Adolphe Roth",9,0,9,2,NA,"male","unknown"
"Simone Roth",6,0,6,1,19,"female","swiss"
"Robert Nerbollier",9,0,9,1,NA,"male","swiss"
"Rose Henriod",6,0,6,2,46,"female","swiss"
"Angéle Bugnet",6,0,6,40,42,"female","swiss"
"Richard Hosel",9,0,9,1,NA,"male","unknown"
"Elisabeth Hostettler",9,0,9,2,28,"female","swiss"
"Max Hotop",5,0,5,156,50,"male","swiss"
"Eugénie Houriet",8,0,8,106,20,"female","swiss"
"Joan Howard",4,0,4,169,40,"female","british"
"Isabella Howden",8,0,8,1,51,"female","english"
"Eveline Florence Howes",8,0,8,4,29,"female","british"
"Rose Kunzi",9,0,9,3,31,"female","swiss"
"Rose-Marie Naville ",6,0,6,1,19,"female","swiss"
"Rosine Gottraux",7,0,7,52,25,"female","swiss"
"Emile Huber",7,0,7,13,45,"male","swiss"
"Georges Huber",7,0,7,73,20,"male","swiss"
"Walter Huber",6,0,6,5,54,"male","swiss"
"Walter Huggenberger",9,0,9,8,36,"male","swiss"
"Randolph Hughes",3,0,3,1,NA,"male","australian"
"François Joseph Hugon",6,0,6,242,20,"male","swiss"
"Ruth Liliane Peter",6,0,6,11,22,"female","swiss"
"Georgette Huguenin",7,0,7,1,NA,"female","unknown"
"Jules Huguenin",7,0,7,12,NA,"female","unknown"
"Maurice Huguenin",5,0,5,3,32,"female","swiss"
"Jeanne Humbert",9,0,9,1,15,"female","swiss"
"Simone Andrée Faurax",6,0,6,37,24,"female","swiss"
"Simone Mathil",6,0,6,70,25,"female","swiss"
"Suzanne Wertz-Meriguet",6,0,6,102,31,"female","swiss"
"Anni Hunger",6,0,6,32,38,"female","german"
"Thérèse Alberico-Zanetto",9,0,9,1,25,"female","swiss"
"Victoria Mezger-Debaud",6,0,6,5,34,"female","swiss"
"Eugène Hurstel",7,0,7,2,18,"male","french"
"Zia Husni",3,0,3,129,35,"female","turkish"
"Johanna Husselman",7.33333333333333,1.15470053837925,8,12,20,"female","dutch"
"Howard Riggins Huston",3,2.82842712474619,3,135,27,"male","us-american"
"Frances Ruth Hutchinson-Hely",6.5,0.707106781186548,6.5,143,36,"female","british"
"Gustave Bailly",7,0,7,1,31,"male","swiss"
"Alfred Baillifard",9,0,9,238,42,"male","swiss"
"Albert Baissette",6,0,6,64,40,"male","french"
"Edmund Wilfrid Baker",5,0,5,1,55,"male","english"
"Frederick Churchill Baker",4,0,4,231,29,"male","unknown"
"Margaret Maud Baker-Mann",6,0,6,186,42,"female","swiss"
"Suzanne Hélène Georgette Balasko",3,0,3,1,34,"female","french"
"Pierre Bouscharain",3,0,3,236,29,"male","french"
"Jeanne Caron",4.5,1.60356745147455,4.5,79,45,"female","french"
"Prof. K.R. Brotherus",2,0,2,4,NA,"male","finish"
"Lily Braun",4,0,4,48,25,"female","swiss"
"Albert Brasier",9,0,9,20,40,"male","french"
"Eliane Braillard, née van Godtsenhoven",6.66666666666667,1.15470053837925,6,51,21,"female","swiss"
"Marguerite Carrel",0,0,0,8,26,"female","swiss"
"Dorothy Brackett",3,0,3,16,33,"female","english"
"Juliette Bozonnet",9,0,9,12,39,"female","swiss"
"George Bozon",7,0,7,1,NA,"male","unknown"
"Maurice Boyer",2,0,2,NA,NA,"male","french"
"Kathleen Bowra",6,0,6,1,NA,"female","english"
"Jessie Bowes",6,0,6,1,38,"female","us-american"
"Liliane Cart",0,0,0,1,36,"female","swiss"
"William Horsfall Carter",3,0,3,171,24,"male","british"
"Winifred Bowen",6,0,6,4,NA,"female","english"
"Martha Hamilton Bowen",7,0,7,164,30,"female","english"
"Alfred Bowen",5,0,5,1,28,"male","english"
"Leopold Bovey",8,0,8,163,45,"male","swiss"
"Henry Bovay",5,0,5,47,35,"male","swiss"
"Germaine Bovard",8,0,8,112,28,"female","swiss"
"Walter Gaechter",7,0,7,1,NA,"male","swiss"
"Wanda Dreyfus",8,0,8,1,27,"female","swiss"
"Georges Bouvier",7,0,7,88,15,"male","french"
"Jeanne Bouvaist-Hayes",3,0,3,7,35,"female","french"
"William Baer",7,0,7,NA,NA,"male","swiss"
"Marcelle Buffet",6,0,6,2,23,"female","swiss"
"Frederic Bournisien",9,0,9,10,30,"male","french"
"Gustave Bourguignon",6,0,6,31,57,"male","swiss"
"Marguerite Bourgey",7,0,7,30,25,"female","swiss"
"B.  Cassidy",6.5,0.707106781186548,6.5,1,NA,"female","british"
"Violette Bourgeois",7,0,7,183,16,"female","swiss"
" René Samuel Cassin",3,0,3,NA,NA,"male","unknown"
"Bourdrez",2,0,2,85,30,"male","dutch"
"Charles Castaldi",7,0,7,1,26,"male","italian"
"Heimen Bouma",6,0,6,6,26,"male","dutch"
"Jules Boulet",9,0,9,156,50,"male","swiss"
"Yvonne Caillat",6,0,6,1,50,"female","swiss"
"Yvonne Colette Emma Balsiger",6,0,6,119,NA,"female","swiss"
"Jean Boulan",3,0,3,6,27,"male","french"
"Yvonne Fortunée  Sottaz",7,0,7,1,19,"female","swiss"
"Annie Dannhauer",8,0,8,275,32,"female","swiss,british"
"Ailice Jane Cathrall",4,0,4,149,28,"female","british"
"Régina Bottinelli",7,0,7,25,21,"female","italian"
"Violette Cattin",9,0,9,20,27,"female","swiss"
"Charles Bothmer",3,0,3,30,NA,"male","hungarian"
"Pauline Bosticco",7,0,7,1,28,"female","italian"
"Jean Cavallo",7,0,7,1,21,"male","swiss"
"Madeleine Bosticco",7,0,7,1,0,"female","italian"
"Eugène Gavairon",6,0,6,221,29,"male","swiss"
"Marie Gavairon",9,0,9,NA,NA,"female","unknown"
"Dora Bossard",8,0,8,13,23,"female","swiss"
"E.G. Borrowman",6,0,6,1,NA,"female","english"
"Charles Borner",7,0,7,1,NA,"male","unknown"
"Ernest Algernon Guy Cawdry",6,0,6,1,21,"male","british"
"Paola Borla",6,0,6,12,NA,"female","italian"
"Georges Gautron",8,0,8,1,46,"male","french"
"Marguerite Cayla",6,0,6,1,49,"female","swiss"
"Henriette Gauthier",7,0,7,-8,NA,"female","unknown"
"D.M.  Cayzer",2,0,2,2,NA,"female","unknown"
"Marguerite Gaugler",7,0,7,21,16,"female","swiss"
"Marie Pilar Cercós",6,0,6,8,22,"female","spanish"
"René Antony Gaust",7,0,7,20,29,"male","swiss"
"Hilda Blanchard née Goldspink",6,0,6,1,21,"female","swiss,british"
"Paule Dufrense",6,0,6,7,29,"female","swiss,french"
"Georges Borioli",6,0,6,151,32,"male","swiss"
"Laura Chalmers",6,0,6,1,NA,"female","british"
"Germaine Borel",7,0,7,38,23,"female","swiss"
"Bernard Borel",7,0,7,106,20,"male","swiss"
"Edmond Jean Chambaz",9,0,9,1,35,"male","swiss"
"Gerardina van den Boom",7,0,7,1,16,"female","dutch"
"Dr. Walter Fortunat Muehlon",2,0,2,13,30,"male","swiss,swiss"
"Colonel Stephen Bonsal",0,0,0,1,NA,"male","english"
"Jaques Bonnoront",3,0,3,192,39,"male","french"
"William Frederik Augustin Chambers",5,1.4142135623731,5,181,32,"male","british"
"Charles Andrew Orr",6,0,6,14,23,"male","us-american"
"Dorothy G. Wiehl",2,0,2,18,28,"female","us-american"
"Dr. Frank Boudreau",2,0,2,1,39,"male","us-american"
"Gabrielle Bonna",4,0,4,93,25,"female","swiss"
"Irène Chamot",7,0,7,9,0,"female","unknown"
"Dr. Otto Eichel",1,0,1,9,NA,"male","us-american"
"Champenois",3,0,3,1,NA,"male","french"
"Marcel Ernest Champoury",6,1.4142135623731,6,127,21,"male","swiss"
"Louis Alexandre Bonjour",6,0,6,112,36,"male","swiss"
"Thérése Bongard",7,0,7,61,15,"female","swiss"
"Marie Odile Bongard",6,0,6,37,16,"female","swiss"
"Hedwige Bongard",7,0,7,12,16,"female","swiss"
"Dr. Thomas J.  Duffield",2,0,2,20,35,"male","us-american"
"Béatrice Bongard",7,0,7,142,17,"female","swiss"
"Charles Bonfils",3,0,3,8,21,"male","french"
"A. Gastelu",3,0,3,1,NA,"male","ecuadorian"
"Giuliano Bonfante",6,0,6,6,24,"male","italian"
"Augusta Chani-Renaud",6,0,6,1,44,"female","swiss,syrian"
"Edgar Sydenstricker",2,0,2,14,42,"male","us-american"
"José Garza y de Garate",2,0,2,1,22,"male","unknown"
"Umberto Bonardelli",6,0,6,87,21,"male","italian"
"W.  Gaskell",2,0,2,28,NA,"male","british"
"Ethel Sloss",6,0,6,26,36,"female","us-american"
"Arthur Chapman",5,0,5,11,NA,"male","english"
"Albert Bolomey",9,0,9,53,19,"male","swiss"
"Jean Paul Garnier-Coignet",2,0,2,9,26,"male","french"
"Bernard Oliver Chapman",5,0,5,2,27,"male","english"
"Alice Bolomey",9,0,9,5,30,"female","swiss"
"Pierrine Bollini",6,0,6,33,17,"female","italian"
"Oswald Cotton Chapman",3,0,3,26,46,"male","english"
"Marcello Boldrini",4,0,4,17,31,"male","italian"
"Victor Boldrini",7,0,7,51,24,"male","swiss"
"Hilda Bokitko",3,0,3,33,34,"female","unknown"
"Georges Francis Chappaz",7,0,7,224,15,"male","french"
"Hazel K. Stiebeling",2,0,2,2,NA,"female","us-american"
"Gabrielle Boisseau",4,0,4,321,24,"female","french"
"J.  Chappey",0,0,0,3,NA,"male","unknown"
"Gera Boimond, née Kordon",9,0,9,70,24,"female","swiss,yugoslav"
"Violette Bohli",7,0,7,64,26,"female","french"
"Marie Louise Chappuis",7,0,7,18,17,"female","swiss"
"Marie Bogliano",6,0,6,38,32,"female","italian"
"Paul Chappuis",7,0,7,8,28,"male","swiss"
"Simone Chapuis",7,0,7,1,21,"female","swiss"
"Helen Loeffler",3,0,3,6,28,"female","us-american"
"Jean Downes",6,0,6,12,30,"female","us-american"
"Madeleine Bouchardy",6,0,6,14,27,"female","swiss"
"Dr. Berislas Borcic",2,0,2,55,NA,"male","yugoslav"
"Dr. I. Kuhn",2,0,2,2,37,"male","yugoslav"
"Félicien Boesch",7,0,7,61,18,"male","swiss"
"Fernand Robert Charbonnier",6,0,6,176,24,"female","swiss"
"Kathleen Bodkin",6,0,6,241,33,"female","english"
"Henry Stoyan Lassitch",3,0,3,84,30,"male","yugoslav"
"Christine Gautier",6,0,6,1,30,"female","swiss"
"Ida May Lassitch-Andrews",6,0,6,65,21,"female","yugoslav"
"Juliette Blanchard",6,0,6,77,17,"female","swiss"
"Sarah Gabrielle Collet née Bernard",6,0,6,243,23,"female","swiss"
"François Bochud",9,0,9,222,42,"male","swiss"
"Caroline Bochud",9,0,9,12,29,"female","swiss"
"Anaïs Bochud",9,0,9,3,44,"female","swiss"
"Marie Thérése Bochatay",7,0,7,1,33,"female","swiss"
"André Boccon-Gibod",6,0,6,1,24,"male","french"
"Julia Boccard-Mugnier",8,0,8,103,33,"female","swiss"
"André Charlet",7,0,7,1,19,"male","swiss"
"Albert Blythe",5,0,5,1,54,"male","english"
"Arnold Charlet",6,0,6,1,28,"male","swiss"
"Anna Blumenfeld",3,0,3,194,31,"female","german"
"Märta Blomstedt",7,0,7,26,23,"female","swedish"
"Marguerite Charlet",6,0,6,110,17,"female","swiss"
"Jeanne Blocher",3,0,3,1,23,"female","french"
"Robert Edward Charlton",5,0,5,34,34,"male","english"
"Nathalie Nicolsky",8,0,8,8,21,"female","yugoslav"
"Marjorie Annie Frances Charman",6,0,6,5,42,"female","english"
"Lady Mary Blennerhassett",3,0,3,316,43,"female","english"
"Joseph Blattler",9,0,9,1,29,"male","swiss"
"Yvette Héléne Charpilloz",6,0,6,13,15,"female","swiss"
"Ch. Blattler",9,0,9,1,NA,"male","unknown"
"Ernesto Ottavio Charrere",4,0,4,226,24,"male","italian"
"D.  Charriere",7,0,7,1,NA,"male","unknown"
"Joseph Blandin ",7,0,7,1,21,"male","swiss"
"Edmond Charriere",9,0,9,12,25,"male","swiss"
"Gabriel Blanchut",7,0,7,16,26,"male","swiss"
"Alice Blanchot",7,0,7,48,22,"female","french"
"A. Metzker",7,0,7,1,NA,"male","unknown"
"A. Robert",6,0,6,NA,NA,"female","unknown"
"Adrien Tissot ",7,0,7,1,NA,"male","unknown"
"Albert Jean Nicolas Godet",6,0,6,108,54,"male","unknown"
"Rose Cordey",6,0,6,14,22,"female","swiss"
"Antoine Crouzat",6,0,6,1,31,"female","swiss"
"A. Blanc",0,0,0,5,NA,"male","swiss"
"Carmen Ednée Chatel née Roth",6,0,6,302,16,"female","swiss"
"Berthe Chatelain",9,0,9,4,31,"female","swiss"
"Margaret Black",6,0,6,30,28,"female","english"
"Inès Chatelain",7,0,7,1,18,"female","swiss"
"Raoul André Chatelain",6,0,6,6,24,"male","swiss"
"Charles Blache",7,0,7,9,21,"male","swiss"
"Alfred Vaucher",9,0,9,1,NA,"male","unknown"
"Ellen Bischoff",8,0,8,1,28,"female","swiss"
"Dorothy Bird",6,0,6,5,NA,"female","english"
"Alice Metral",8,0,8,1,NA,"female","unknown"
"Bernard Birch",4,0,4,11,32,"male","english"
"Eugène Chatelet",7,0,7,1,27,"male","french"
"Agnes Birch",6,0,6,1,NA,"female","english"
"Louis François Chatenoud",9,0,9,1,60,"male","swiss"
"Marguerite Biousse",8,0,8,206,26,"female","french"
"Altuna",6,0,6,1,NA,"female","unknown"
"David Henri Chautemps",9,0,9,59,27,"male","swiss"
"Henri Bilon",7,0,7,12,15,"male","swiss"
"Maurice Chavan",7,0,7,3,25,"male","swiss"
"André Semon",9,0,9,1,NA,"male","unknown"
"Rémy Chavannes",6,0,6,33,31,"male","swiss"
"Edmond Chazal",3,0,3,3,NA,"male","english"
"Antonia Sartorio",7,0,7,1,NA,"female","unknown"
"Arthur Bernardin",9,0,9,1,NA,"male","unknown"
"René Jean  Chazalon",7,0,7,37,18,"male","french"
"Bryant",6,0,6,NA,NA,"female","unknown"
"Chi-Lieh Chen",6,0,6,1,27,"male","chinese"
"Butterworth",6,0,6,1,NA,"female","unknown"
"Alexander Ian Chesney",3,0,3,2,31,"male","english"
"Edwin Marc Henri Chessex",9,0,9,128,35,"male","swiss"
"Robert Henri Chessex",5,0,5,2,33,"male","swiss"
"C.  Critchel",8,0,8,1,NA,"female","unknown"
"Cécile Glauser",9,0,9,1,NA,"female","unknown"
"Georges Chevallet",6.5,0.707106781186548,6.5,196,18,"male","swiss"
"Pierre Chevallier",7,0,7,1,NA,"male","unknown"
"Raymonde Chevallier née Boyer",6.5,0.707106781186548,6.5,246,24,"female","swiss,french"
"Roger Chevassus",6.66666666666667,0.516397779494322,7,191,24,"male","french"
"Jean Louis Chevrot",7,0,7,1,21,"male","french"
"Charles Grandjean",8,0,8,1,NA,"male","unknown"
"Rodolphe Marie Chillingworth",6,0,6,4,30,"female","swiss"
"Christian Beutler",7,0,7,1,NA,"male","unknown"
"Cicely Berkeley",6,0,6,1,NA,"female","unknown"
"Claire Waelbroeck",6,0,6,7,38,"female","unknown"
"Lucia Maria Chiovenda",4.5,2.12132034355964,4.5,47,24,"female","italian"
"Thérése Chiozza",7,0,7,4,15,"female","italian"
"de Mestral Combremont",3,0,3,3,NA,"female","unknown"
"Demaurex",3,0,3,5,NA,"female","unknown"
"Horace Choisy",8,0,8,1,31,"male","swiss"
"Dondynaz",4,0,4,1,NA,"female","unknown"
"Berthe Christin",7,0,7,6,24,"female","swiss"
"Albert Chuit",7,0,7,1,NA,"male","unknown"
"Dr. Genzo Katoh",2,0,2,60,43,"male","unknown"
"Jacques Marie Marcel Cintrat",7,0,7,9,16,"male","french"
"Giorgio Ciraolo",4,0,4,36,25,"male","italian"
"Dr. Hector Rulot",2,0,2,27,NA,"male","unknown"
"Dorothy Clark",8,0,8,1,27,"female","english"
"Kathleen Hattie Clark",7.5,0.707106781186548,7.5,40,24,"female","english"
"Dr. Hiroshi Kusama",2,0,2,47,34,"male","unknown"
"Dr. Hoops",1,0,1,NA,NA,"male","unknown"
"Dr. Shoji Kanai",2,0,2,12,36,"male","unknown"
"Dr. Tôyôjirô Kitano",2,0,2,11,40,"male","unknown"
"Dr. Tsune Ouchi",1,0,1,NA,NA,"male","unknown"
"Dufour",8,0,8,1,NA,"male","unknown"
"E. J.  Chonney",8,0,8,1,NA,"female","unknown"
"Aloys Clerc",9,0,9,49,48,"male","swiss"
"Charles Clerc",9,0,9,14,16,"male","swiss"
"René André Clermont",6,0,6,338,0,"male","french"
"John Closh",5,0,5,1,54,"male","english"
"Edmond Berlie",9,0,9,1,NA,"male","unknown"
"Louise Cochard",9,0,9,128,30,"female","swiss"
"Roger Cocorda",7,0,7,1,17,"male","swiss"
"Mary Burkhard, née Davison",6,0,6,178,30,"female","swiss,english"
"Aline Marie Louise Buffle, née Bourgat",6,0,6,148,26,"female","swiss,english"
"Doris Marian Bucher, née Lawrence",6,0,6,301,22,"female","swiss,english"
"Edouard Bigwood",2,0,2,9,NA,"male","unknown"
"Eugène Jurisic",7,0,7,1,NA,"male","unknown"
"Eva Rolande Joséphine Joseph",6,0,6,20,20,"female","unknown"
"Fanny Sloutzky",6,0,6,12,24,"female","unknown"
"Darinka Popovitch",6,0,6,17,27,"female","yugoslav"
"Olga Prenditch",6,0,6,11,28,"female","yugoslav"
"Charles Colliard",9,0,9,10,44,"male","french"
"Danitza Stefanovitch",6,0,6,142,28,"female","yugoslav"
"Violet Maud Collins",8,0,8,1,33,"female","swiss"
"Fehler Fehler",3,0,3,NA,NA,"female","unknown"
"Yvonne Colson",5,0,5,1,NA,"female","unknown"
"A.  Combaud",3,0,3,1,NA,"female","french"
"Gaston Compagnon",9,0,9,4,31,"male","swiss"
"Robert Ernest Confino",3,0,3,191,27,"male","french"
"Maria Conrad née Grivel",7,0,7,96,17,"female","swiss"
"Sacha Constantin",8,1.4142135623731,8,9,34,"male","swiss"
"Renée Contat",6,0,6,189,27,"female","swiss"
"Césarine Contardi",7,0,7,20,18,"female","italian"
"Fernande Renée Rotschy née Gardin",6,0,6,168,22,"female","unknown"
"Dorothy R.  Cooper",7,0,7,132,24,"female","english"
"Fernande Stéphanie Dupont",6,0,6,13,30,"female","unknown"
"Rose Cooper",6.5,0.707106781186548,6.5,1,NA,"female","english"
"Floria Corbella",8,0,8,14,22,"female","italian"
"Emile Corbex",6.5,0.707106781186548,6.5,120,26,"male","swiss"
"Fred Wilhelm",9,0,9,1,NA,"male","unknown"
"Frida Janssens",5.5,0.707106781186548,5.5,314,32,"female","unknown"
"G.  Colomies",6,0,6,1,NA,"female","unknown"
"Cornelius",6,0,6,1,NA,"male","unknown"
"Eugène Cornet",6,0,6,2,20,"male","french"
"G. Geneux",8,0,8,2,NA,"female","unknown"
"Germaine Robert",6,0,6,1,NA,"female","unknown"
"Marguerite Louise Guillen",6,0,6,299,22,"female","unknown"
"Germaine Rudlof",6,0,6,10,NA,"female","unknown"
"Maria Cosandey",7,0,7,14,28,"female","swiss"
"Isabelle Cosso",9,0,9,32,34,"female","swiss"
"Susanna Cotta",6,0,6,20,NA,"female","italian"
"Eugène Cottet",9,0,9,20,59,"male","swiss"
"Henriette Cottet",8.125,0.353553390593274,8,1,37,"female","swiss"
"Marie Césarine Couard née Ferrario",8,0,8,237,28,"female","swiss"
"Gertrude Bagshaw",8,0,8,184,45,"female","unknown"
"Grasso",9,0,9,1,NA,"male","unknown"
"Sarah Elsie Court",8,0,8,62,30,"female","english"
"Lucie Courtault",5,0,5,247,35,"female","french"
"Guillaume Arthur Peenen",4,0,4,180,39,"male","unknown"
"H.  Chatelard",0,0,0,1,NA,"female","unknown"
"Clarisa Rose Cousins",8,0,8,7,30,"female","english"
"Abilio Coutinho",4,1.4142135623731,4,116,28,"male","portugese"
"Helene Barnecutt",8,0,8,NA,NA,"female","unknown"
"Hélène Tissot",7,0,7,1,NA,"female","unknown"
"Henri Guilland",7,0,7,1,NA,"male","unknown"
"Dujour",6,0,6,1,NA,"female","unknown"
"Jeanne Couturier",6,0,6,1,NA,"female","swiss"
"Marie Madeleine Couvidon",9,0,9,19,26,"female","french"
"Hortense Godet",6,0,6,144,40,"female","unknown"
"Francesco Cresto",6,0,6,229,25,"male","italian"
"Cuthbert Creswick",6,0,6,1,NA,"male","english"
"Charles Crettaz",7,0,7,24,26,"male","swiss"
"Isaac Schwartz",5,0,5,1,NA,"male","unknown"
"J.  Cohanier",7,0,7,1,NA,"male","unknown"
"J. L. Junod",7,0,7,1,NA,"male","unknown"
"Nancy Croset",7,0,7,48,16,"female","swiss"
"Renée Croset",7,0,7,42,23,"female","swiss"
"Stanley Thomas Cross",2.8,0.447213595499958,3,212,36,"female","english"
"Marthe Olga Crottaz née Berdoz",9,0,9,-1,21,"female","swiss"
"Jacques Rageth",7,0,7,1,NA,"male","unknown"
"Jean Baptiste Crouts",9,0,9,185,44,"male","french"
"Jean Kerr McDonald",6,0,6,1,NA,"female","unknown"
"Jeanne Lamberts",6,0,6,8,25,"female","unknown"
"Robert Henry Cru",3,0,3,-5,26,"male","french"
"José Gallostra",6,0,6,1,NA,"male","unknown"
"William John Cuchet",3,0,3,1,23,"male","swiss"
"Emile Cuioz",7,0,7,14,31,"male","swiss"
"Jean  Cuioz",9,0,9,1,34,"male","swiss"
"Eileen Mary Cumberland",8,0,8,1,26,"female","unknown"
"Henry Reginald Cummings",0.666666666666667,1.15470053837925,0,232,34,"male","english"
"Joseph Vuylsteke",6,0,6,1,47,"male","unknown"
"Katharina Cunitz",6,0,6,1,26,"female","german"
"Konrad Casty",6,0,6,1,NA,"male","unknown"
"Maria Currat",7,0,7,97,19,"female","swiss"
"Léonie Marie Julienne Lhoest née Walgraffe",6,0,6,73,24,"female","unknown"
"Alois Curtet",7,0,7,1,NA,"male","swiss"
"Louise Curtet",7,0,7,1,17,"female","swiss"
"Gaston Curton",9,0,9,69,34,"male","unknown"
"Adrien Louis Billot",3,0,3,177,43,"male","french"
"A. Vandervalle",6,0,6,5,NA,"female","unknown"
"Lily Gombert née Fuchs",6,0,6,1,31,"female","unknown"
"Jean Henri Bieler",2,0,2,263,27,"male","canadian"
"Wenceslas de Saryuss Bielawski",0,0,0,3,31,"male","polish"
"Paule Bidalon",5,0,5,139,26,"female","french"
"Etienne Bibo",3,0,3,1,NA,"male","hungarian"
"Arthur Bezzola",7,0,7,59,22,"male","swiss"
"Gilberte Bezencon",9,0,9,52,22,"female","swiss"
"Lucie Hortense Tombeur",6,0,6,12,50,"female","unknown"
"Jaques Bex",2,0,2,1,40,"male","french"
"Lucien Pedraita",9,0,9,1,NA,"male","unknown"
"Alice Beutler",0,0,0,1,NA,"female","unknown"
"Edward Betts",5,0,5,1,29,"male","english"
"M.  Challen",6,0,6,1,NA,"female","unknown"
"Anastasie Besson",5,0,5,65,26,"female","french"
"Marcel Bessero",9,0,9,15,40,"male","swiss"
"Mireille Besançon",6,0,6,NA,NA,"female","french"
"Jeanne Besançon",8,0,8,8,26,"female","swiss"
"Léo Bertram",7,0,7,1,14,"male","dutch"
"M. Bassetti",7,0,7,1,NA,"male","unknown"
"M. Reyjal",6,0,6,1,NA,"female","unknown"
"Francis-Godfrey Berthoud",3,0,3,220,23,"male","english"
"Edmond Berthier",9,0,9,1,29,"male","swiss"
"Henri Berthet",9,0,9,235,19,"male","french"
"Clara Berthet",8,0,8,1,24,"female","swiss"
"Madeleine Berthelier",3,0,3,31,25,"female","french"
"Camillo Bertarelli",9,0,9,31,29,"male","italian"
"Irma Bertallo-Bussi",9,0,9,222,30,"female","italian"
"Nelly Bersot",8,0,8,36,22,"female","swiss"
"Marcel Bersier",9,0,9,35,24,"male","swiss"
"Georges Bernier",3,0,3,277,30,"male","french"
"Madeleine Fusy",6,0,6,-7,35,"female","unknown"
"Mahl",6,0,6,1,NA,"female","unknown"
"Marcel Payot",9,0,9,1,NA,"male","unknown"
"Claude Mowbray Berkeley",3,0,3,50,30,"male","english"
"Suzanne Berindoague",3,0,3,24,31,"female","french"
